"","Index","power","temperature","humidity","occupancy"
"1106",2012-07-22 16:10:00,374.96,20,31,0
"1107",2012-07-22 16:20:00,696.02,19.5,40,0
"1108",2012-07-22 16:30:00,809.6,19,49,0
"1109",2012-07-22 16:40:00,797.7,19.33,47,0
"1110",2012-07-22 16:50:00,577.32,19.67,45,1
"1111",2012-07-22 17:00:00,1700.92,20,43,1
"1112",2012-07-22 17:10:00,2216.88,20,44,1
"1113",2012-07-22 17:20:00,1954.45,20,45,1
"1114",2012-07-22 17:30:00,359.86,20,46,1
"1115",2012-07-22 17:40:00,311.91,20,45,1
"1116",2012-07-22 17:50:00,299.4,20,44,1
"1117",2012-07-22 18:00:00,329.24,20,43,1
"1118",2012-07-22 18:10:00,452.36,20,29,1
"1119",2012-07-22 18:20:00,494.65,20,34.5,1
"1120",2012-07-22 18:30:00,450.4,20,40,1
"1121",2012-07-22 18:40:00,266.56,19.67,40,1
"1122",2012-07-22 18:50:00,401.47,19.33,40,1
"1123",2012-07-22 19:00:00,478.3,19,40,1
"1124",2012-07-22 19:10:00,470.56,19,28,1
"1125",2012-07-22 19:20:00,476.88,19,35.5,1
"1126",2012-07-22 19:30:00,364.14,19,43,1
"1127",2012-07-22 19:40:00,285.43,19,42,1
"1128",2012-07-22 19:50:00,348.46,19,41,1
"1129",2012-07-22 20:00:00,670.02,19,40,1
"1130",2012-07-22 20:10:00,554.78,18,28,1
"1131",2012-07-22 20:20:00,549.9,18,36.5,1
"1132",2012-07-22 20:30:00,386.94,18,45,1
"1133",2012-07-22 20:40:00,319.65,17.67,45,1
"1134",2012-07-22 20:50:00,401.12,17.33,45,1
"1135",2012-07-22 21:00:00,445.17,17,45,1
"1136",2012-07-22 21:10:00,535.65,16,33,1
"1137",2012-07-22 21:20:00,527.25,16,40.5,1
"1138",2012-07-22 21:30:00,600.44,16,48,1
"1139",2012-07-22 21:40:00,673.48,16,49.33,1
"1140",2012-07-22 21:50:00,590.16,16,50.67,1
"1141",2012-07-22 22:00:00,602.4,16,52,1
"1142",2012-07-22 22:10:00,680.14,16,38,1
"1143",2012-07-22 22:20:00,741.14,16,43,1
"1144",2012-07-22 22:30:00,865.77,16,48,1
"1145",2012-07-22 22:40:00,633.13,15.67,50.33,1
"1146",2012-07-22 22:50:00,399.43,15.33,52.67,1
"1147",2012-07-22 23:00:00,284.84,15,55,1
"1148",2012-07-22 23:10:00,296.18,15,53.67,1
"1149",2012-07-22 23:20:00,463.45,15,52.33,1
"1150",2012-07-22 23:30:00,491.4,15,51,1
"1151",2012-07-22 23:40:00,508.63,14.67,53.67,1
"1152",2012-07-22 23:50:00,297.58,14.33,56.33,1
"1153",2012-07-23 00:00:00,294.84,14,59,1
"1154",2012-07-23 00:10:00,348.9,14,45,1
"1155",2012-07-23 00:20:00,469.59,14,52,1
"1156",2012-07-23 00:30:00,528.87,14,59,1
"1157",2012-07-23 00:40:00,518.33,14,59,1
"1158",2012-07-23 00:50:00,412.12,14,59,1
"1159",2012-07-23 01:00:00,322.62,14,59,1
"1160",2012-07-23 01:10:00,333.48,13,48,1
"1161",2012-07-23 01:20:00,332.11,13,55.5,1
"1162",2012-07-23 01:30:00,315.16,13,63,1
"1163",2012-07-23 01:40:00,380.92,13,63,1
"1164",2012-07-23 01:50:00,529.17,13,63,1
"1165",2012-07-23 02:00:00,474.64,13,63,1
"1166",2012-07-23 02:10:00,304.71,12,55,1
"1167",2012-07-23 02:20:00,314.82,11.8,59.2,1
"1168",2012-07-23 02:30:00,396.65,11.6,63.4,1
"1169",2012-07-23 02:40:00,432.58,11.4,67.6,1
"1170",2012-07-23 02:50:00,485.98,11.2,71.8,1
"1171",2012-07-23 03:00:00,462.91,11,76,1
"1172",2012-07-23 03:10:00,309.26,11,63,1
"1173",2012-07-23 03:20:00,1960.3,11,69.5,1
"1174",2012-07-23 03:30:00,4671.64,11,76,1
"1175",2012-07-23 03:40:00,4658.76,11,76,1
"1176",2012-07-23 03:50:00,4585.82,11,76,1
"1177",2012-07-23 04:00:00,4719.8,11,76,1
"1178",2012-07-23 04:10:00,2256.04,10,67,1
"1179",2012-07-23 04:20:00,386.29,10,74.5,1
"1180",2012-07-23 04:30:00,383.09,10,82,1
"1181",2012-07-23 04:40:00,251.08,10,82,1
"1182",2012-07-23 04:50:00,240.27,10,82,1
"1183",2012-07-23 05:00:00,261.95,10,82,1
"1184",2012-07-23 05:10:00,382.77,10.33,80,1
"1185",2012-07-23 05:20:00,397.73,10.67,78,1
"1186",2012-07-23 05:30:00,260.97,11,76,1
"1187",2012-07-23 05:40:00,320.41,11,76,1
"1188",2012-07-23 05:50:00,265.03,11,76,1
"1189",2012-07-23 06:00:00,248.34,11,76,1
"1190",2012-07-23 06:10:00,205.31,10,68,1
"1191",2012-07-23 06:20:00,264.72,10,75,1
"1192",2012-07-23 06:30:00,442.42,10,82,1
"1193",2012-07-23 06:40:00,443.31,10.33,80,1
"1194",2012-07-23 06:50:00,393.78,10.67,78,1
"1195",2012-07-23 07:00:00,257.84,11,76,1
"1196",2012-07-23 07:10:00,212.69,11,69,1
"1197",2012-07-23 07:20:00,285.46,11.5,73,1
"1198",2012-07-23 07:30:00,343.89,12,77,1
"1199",2012-07-23 07:40:00,338.94,12.33,75.33,1
"1200",2012-07-23 07:50:00,284.31,12.67,73.67,1
"1201",2012-07-23 08:00:00,327.77,13,72,1
"1202",2012-07-23 08:10:00,340.37,13,62,1
"1203",2012-07-23 08:20:00,248.49,13,67,1
"1204",2012-07-23 08:30:00,314.14,13,72,1
"1205",2012-07-23 08:40:00,350.98,13.33,72,1
"1206",2012-07-23 08:50:00,833.51,13.67,72,1
"1207",2012-07-23 09:00:00,699.67,14,72,1
"1208",2012-07-23 09:10:00,345.52,14,57,1
"1209",2012-07-23 09:20:00,252.73,15,62.5,1
"1210",2012-07-23 09:30:00,231.19,16,68,1
"1211",2012-07-23 09:40:00,344.56,16,65,1
"1212",2012-07-23 09:50:00,286.45,16,62,1
"1213",2012-07-23 10:00:00,243.88,16,59,1
"1214",2012-07-23 10:10:00,273.02,16,48,1
"1215",2012-07-23 10:20:00,295.55,16.5,53.5,1
"1216",2012-07-23 10:30:00,343.44,17,59,1
"1217",2012-07-23 10:40:00,538.08,17,57.67,1
"1218",2012-07-23 10:50:00,710.19,17,56.33,1
"1219",2012-07-23 11:00:00,762.41,17,55,1
"1220",2012-07-23 11:10:00,992.89,17.33,55.33,1
"1221",2012-07-23 11:20:00,4066.3,17.67,55.67,1
"1222",2012-07-23 11:30:00,3677.04,18,56,1
"1223",2012-07-23 11:40:00,565.24,18,56,1
"1224",2012-07-23 11:50:00,522.93,18,56,1
"1225",2012-07-23 12:00:00,418.19,18,56,1
"1226",2012-07-23 12:10:00,1299.4,19,40,1
"1227",2012-07-23 12:20:00,2143.53,19,46,1
"1228",2012-07-23 12:30:00,1445.58,19,52,1
"1229",2012-07-23 12:40:00,1339.8,19,52,1
"1230",2012-07-23 12:50:00,983.73,19,52,1
"1231",2012-07-23 13:00:00,563.75,19,52,1
"1232",2012-07-23 13:10:00,364.35,20,39,1
"1233",2012-07-23 13:20:00,1299.78,20,45.5,1
"1234",2012-07-23 13:30:00,2847.11,20,52,1
"1235",2012-07-23 13:40:00,347.92,20.33,52.33,1
"1236",2012-07-23 13:50:00,551.31,20.67,52.67,1
"1237",2012-07-23 14:00:00,577.26,21,53,1
"1238",2012-07-23 14:10:00,693.38,20,36,1
"1239",2012-07-23 14:20:00,540.52,20.5,42.5,1
"1240",2012-07-23 14:30:00,353.02,21,49,1
"1241",2012-07-23 14:40:00,506.36,21.33,47,1
"1242",2012-07-23 14:50:00,546.81,21.67,45,1
"1243",2012-07-23 15:00:00,581.24,22,43,1
"1244",2012-07-23 15:10:00,423.5,22,31,1
"1245",2012-07-23 15:20:00,375.67,22,38.5,1
"1246",2012-07-23 15:30:00,556.93,22,46,1
"1247",2012-07-23 15:40:00,327.44,22,46,1
"1248",2012-07-23 15:50:00,281.54,22,46,1
"1249",2012-07-23 16:00:00,279.93,22,46,1
"1250",2012-07-23 16:10:00,326.45,23,33,1
"1251",2012-07-23 16:20:00,336.15,22.5,39.5,1
"1252",2012-07-23 16:30:00,403.72,22,46,1
"1253",2012-07-23 16:40:00,485.72,22.33,44.33,1
"1254",2012-07-23 16:50:00,499.24,22.67,42.67,1
"1255",2012-07-23 17:00:00,406.03,23,41,1
"1256",2012-07-23 17:10:00,473.54,23,41,1
"1257",2012-07-23 17:20:00,566.4,23,41,1
"1258",2012-07-23 17:30:00,405.04,23,41,1
"1259",2012-07-23 17:40:00,373.72,23,42,1
"1260",2012-07-23 17:50:00,391.48,23,43,1
"1261",2012-07-23 18:00:00,2041.03,23,44,1
"1262",2012-07-23 18:10:00,1554.03,23,30,1
"1263",2012-07-23 18:20:00,752.52,23,37,1
"1264",2012-07-23 18:30:00,321.17,23,44,1
"1265",2012-07-23 18:40:00,944.95,22.67,44.67,1
"1266",2012-07-23 18:50:00,979.35,22.33,45.33,1
"1267",2012-07-23 19:00:00,599.33,22,46,1
"1268",2012-07-23 19:10:00,553.37,22,34,1
"1269",2012-07-23 19:20:00,457.99,22,40,1
"1270",2012-07-23 19:30:00,395.95,22,46,1
"1271",2012-07-23 19:40:00,451.52,22,46,1
"1272",2012-07-23 19:50:00,796.9,22,46,1
"1273",2012-07-23 20:00:00,728.35,22,46,1
"1274",2012-07-23 20:10:00,684.4,21,37,1
"1275",2012-07-23 20:20:00,599.26,21,43,1
"1276",2012-07-23 20:30:00,589.46,21,49,1
"1277",2012-07-23 20:40:00,746.68,21,49,1
"1278",2012-07-23 20:50:00,879.72,21,49,1
"1279",2012-07-23 21:00:00,866.77,21,49,1
"1280",2012-07-23 21:10:00,703.26,20,39,1
"1281",2012-07-23 21:20:00,693.05,20,45.5,1
"1282",2012-07-23 21:30:00,751.4,20,52,1
"1283",2012-07-23 21:40:00,883.53,20,51,1
"1284",2012-07-23 21:50:00,966.31,20,50,1
"1285",2012-07-23 22:00:00,1146.52,20,49,1
"1286",2012-07-23 22:10:00,1042.96,19,40,1
"1287",2012-07-23 22:20:00,974.95,19,46,1
"1288",2012-07-23 22:30:00,1078.42,19,52,1
"1289",2012-07-23 22:40:00,1223.04,19,53.33,1
"1290",2012-07-23 22:50:00,1025.86,19,54.67,1
"1291",2012-07-23 23:00:00,926.04,19,56,1
"1292",2012-07-23 23:10:00,734.46,18.67,57,1
"1293",2012-07-23 23:20:00,524.23,18.33,58,1
"1294",2012-07-23 23:30:00,507.6,18,59,1
"1295",2012-07-23 23:40:00,657.32,17.67,60.33,1
"1296",2012-07-23 23:50:00,653.86,17.33,61.67,1
"1297",2012-07-24 00:00:00,622.19,17,63,1
"1298",2012-07-24 00:10:00,628.28,16,52,1
"1299",2012-07-24 00:20:00,576.85,16,60,1
"1300",2012-07-24 00:30:00,590.11,16,68,1
"1301",2012-07-24 00:40:00,712.75,15.67,69.33,1
"1302",2012-07-24 00:50:00,634.01,15.33,70.67,1
"1303",2012-07-24 01:00:00,541.44,15,72,1
"1304",2012-07-24 01:10:00,479.93,14,65,1
"1305",2012-07-24 01:20:00,509.06,14.5,68.5,1
"1306",2012-07-24 01:30:00,500.75,15,72,1
"1307",2012-07-24 01:40:00,524.94,14.67,73.67,1
"1308",2012-07-24 01:50:00,515.21,14.33,75.33,1
"1309",2012-07-24 02:00:00,510.74,14,77,1
"1310",2012-07-24 02:10:00,547.83,13,71,1
"1311",2012-07-24 02:20:00,678.47,12.8,74.4,1
"1312",2012-07-24 02:30:00,557.23,12.6,77.8,1
"1313",2012-07-24 02:40:00,411.77,12.4,81.2,1
"1314",2012-07-24 02:50:00,476.53,12.2,84.6,1
"1315",2012-07-24 03:00:00,403.74,12,88,1
"1316",2012-07-24 03:10:00,388.4,13,74,1
"1317",2012-07-24 03:20:00,2100.68,13,78,1
"1318",2012-07-24 03:30:00,4865.15,13,82,1
"1319",2012-07-24 03:40:00,4876.47,12.67,84,1
"1320",2012-07-24 03:50:00,4829.03,12.33,86,1
"1321",2012-07-24 04:00:00,4600.13,12,88,1
"1322",2012-07-24 04:10:00,4571.3,12,77,1
"1323",2012-07-24 04:20:00,4679.29,12,82.5,1
"1324",2012-07-24 04:30:00,5023.98,12,88,1
"1325",2012-07-24 04:40:00,2132.79,12,88,1
"1326",2012-07-24 04:50:00,498.51,12,88,1
"1327",2012-07-24 05:00:00,322.54,12,88,1
"1328",2012-07-24 05:10:00,377.5,11.67,88,1
"1329",2012-07-24 05:20:00,362.61,11.33,88,1
"1330",2012-07-24 05:30:00,378.59,11,88,1
"1331",2012-07-24 05:40:00,396.1,11,90,1
"1332",2012-07-24 05:50:00,381.77,11,92,1
"1333",2012-07-24 06:00:00,396.51,11,94,1
"1334",2012-07-24 06:10:00,472.15,12,81,1
"1335",2012-07-24 06:20:00,497.98,11.5,87.5,1
"1336",2012-07-24 06:30:00,528.35,11,94,1
"1337",2012-07-24 06:40:00,369.72,11.33,92,1
"1338",2012-07-24 06:50:00,358.23,11.67,90,1
"1339",2012-07-24 07:00:00,340.87,12,88,1
"1340",2012-07-24 07:10:00,439.14,12,87,1
"1341",2012-07-24 07:20:00,497.83,12.5,87.5,1
"1342",2012-07-24 07:30:00,457.54,13,88,1
"1343",2012-07-24 07:40:00,317.46,13.67,84.33,1
"1344",2012-07-24 07:50:00,355.92,14.33,80.67,1
"1345",2012-07-24 08:00:00,369.5,15,77,1
"1346",2012-07-24 08:10:00,382.92,15,72,1
"1347",2012-07-24 08:20:00,586.45,15.5,72,1
"1348",2012-07-24 08:30:00,855.62,16,72,1
"1349",2012-07-24 08:40:00,501.3,16.67,70.67,1
"1350",2012-07-24 08:50:00,562.07,17.33,69.33,1
"1351",2012-07-24 09:00:00,508.67,18,68,1
"1352",2012-07-24 09:10:00,559.31,16,62,1
"1353",2012-07-24 09:20:00,466.28,17,65,1
"1354",2012-07-24 09:30:00,419.88,18,68,1
"1355",2012-07-24 09:40:00,410.3,18.33,66.67,1
"1356",2012-07-24 09:50:00,434.27,18.67,65.33,1
"1357",2012-07-24 10:00:00,493.78,19,64,1
"1358",2012-07-24 10:10:00,541.34,18,59,1
"1359",2012-07-24 10:20:00,476.39,19,59.5,1
"1360",2012-07-24 10:30:00,458.98,20,60,0
"1361",2012-07-24 10:40:00,460.99,20.33,58.67,0
"1362",2012-07-24 10:50:00,489.51,20.67,57.33,0
"1363",2012-07-24 11:00:00,353,21,56,0
"1364",2012-07-24 11:10:00,341.55,21,57.33,0
"1365",2012-07-24 11:20:00,518.24,21,58.67,0
"1366",2012-07-24 11:30:00,1915.01,21,60,0
"1367",2012-07-24 11:40:00,2110.08,21.33,59,0
"1368",2012-07-24 11:50:00,1680.77,21.67,58,0
"1369",2012-07-24 12:00:00,221.22,22,57,0
"1370",2012-07-24 12:10:00,183.11,21,44,0
"1371",2012-07-24 12:20:00,299.84,22,48.5,0
"1372",2012-07-24 12:30:00,548.11,23,53,0
"1373",2012-07-24 12:40:00,527.38,23,53,0
"1374",2012-07-24 12:50:00,391.14,23,53,0
"1375",2012-07-24 13:00:00,224.84,23,53,0
"1376",2012-07-24 13:10:00,261.76,23,43,0
"1377",2012-07-24 13:20:00,327.65,23.5,46.5,0
"1378",2012-07-24 13:30:00,428.47,24,50,0
"1379",2012-07-24 13:40:00,455.54,24,51,0
"1380",2012-07-24 13:50:00,458.19,24,52,0
"1381",2012-07-24 14:00:00,335.46,24,53,0
"1382",2012-07-24 14:10:00,208.63,24,40,0
"1383",2012-07-24 14:20:00,267.36,24.5,45,0
"1384",2012-07-24 14:30:00,498.19,25,50,0
"1385",2012-07-24 14:40:00,475.02,25.33,49,0
"1386",2012-07-24 14:50:00,403.31,25.67,48,0
"1387",2012-07-24 15:00:00,288.5,26,47,0
"1388",2012-07-24 15:10:00,323.55,25,39,0
"1389",2012-07-24 15:20:00,396,25.5,43,0
"1390",2012-07-24 15:30:00,432.12,26,47,0
"1391",2012-07-24 15:40:00,389.18,26,48.33,0
"1392",2012-07-24 15:50:00,377.09,26,49.67,0
"1393",2012-07-24 16:00:00,299.78,26,51,1
"1394",2012-07-24 16:10:00,284.5,27,40,1
"1395",2012-07-24 16:20:00,330.19,27,44,1
"1396",2012-07-24 16:30:00,525.73,27,48,1
"1397",2012-07-24 16:40:00,483.22,27,49,1
"1398",2012-07-24 16:50:00,373.67,27,50,1
"1399",2012-07-24 17:00:00,315.63,27,51,1
"1400",2012-07-24 17:10:00,283.16,27,50,1
"1401",2012-07-24 17:20:00,282,27,49,0
"1402",2012-07-24 17:30:00,280.14,27,48,0
"1403",2012-07-24 17:40:00,409.79,27,49,0
"1404",2012-07-24 17:50:00,470.05,27,50,0
"1405",2012-07-24 18:00:00,357.35,27,51,0
"1406",2012-07-24 18:10:00,284.57,27,41,0
"1407",2012-07-24 18:20:00,320.52,27,46,0
"1408",2012-07-24 18:30:00,319.65,27,51,0
"1409",2012-07-24 18:40:00,440.69,27,51,0
"1410",2012-07-24 18:50:00,456.84,27,51,0
"1411",2012-07-24 19:00:00,460.85,27,51,0
"1412",2012-07-24 19:10:00,373.84,26,43,0
"1413",2012-07-24 19:20:00,223.88,26,48.5,0
"1414",2012-07-24 19:30:00,208.36,26,54,0
"1415",2012-07-24 19:40:00,394.51,26,54,0
"1416",2012-07-24 19:50:00,453.64,26,54,0
"1417",2012-07-24 20:00:00,469.54,26,54,0
"1418",2012-07-24 20:10:00,515.21,25,50,0
"1419",2012-07-24 20:20:00,442.35,25,53.5,0
"1420",2012-07-24 20:30:00,247.32,25,57,0
"1421",2012-07-24 20:40:00,228.32,24.67,57,1
"1422",2012-07-24 20:50:00,380.3,24.33,57,1
"1423",2012-07-24 21:00:00,392.33,24,57,1
"1424",2012-07-24 21:10:00,417.64,24,52,1
"1425",2012-07-24 21:20:00,624.14,23,62.5,1
"1426",2012-07-24 21:30:00,504.5,22,73,1
"1427",2012-07-24 21:40:00,527,21.33,74.67,1
"1428",2012-07-24 21:50:00,557.14,20.67,76.33,1
"1429",2012-07-24 22:00:00,765.58,20,78,1
"1430",2012-07-24 22:10:00,801.98,20,74,1
"1431",2012-07-24 22:20:00,582.8,19.5,78.5,1
"1432",2012-07-24 22:30:00,478.23,19,83,1
"1433",2012-07-24 22:40:00,583.52,19,83,1
"1434",2012-07-24 22:50:00,595.66,19,83,1
"1435",2012-07-24 23:00:00,619.3,19,83,1
"1436",2012-07-24 23:10:00,608.71,18.67,84.67,1
"1437",2012-07-24 23:20:00,541.94,18.33,86.33,1
"1438",2012-07-24 23:30:00,393.23,18,88,1
"1439",2012-07-24 23:40:00,450.4,18,88,1
"1440",2012-07-24 23:50:00,577.86,18,88,1
"1441",2012-07-25 00:00:00,624.93,18,88,1
"1442",2012-07-25 00:10:00,648.49,18,81,1
"1443",2012-07-25 00:20:00,432.69,18,84.5,1
"1444",2012-07-25 00:30:00,465.48,18,88,1
"1445",2012-07-25 00:40:00,463.24,18,88,1
"1446",2012-07-25 00:50:00,469.39,18,88,1
"1447",2012-07-25 01:00:00,479.29,18,88,1
"1448",2012-07-25 01:10:00,523,18,88,1
"1449",2012-07-25 01:20:00,532.87,17.5,91,1
"1450",2012-07-25 01:30:00,550.51,17,94,1
"1451",2012-07-25 01:40:00,557.55,16.67,94,1
"1452",2012-07-25 01:50:00,565.6,16.33,94,1
"1453",2012-07-25 02:00:00,541.69,16,94,1
"1454",2012-07-25 02:10:00,440.09,17,85,1
"1455",2012-07-25 02:20:00,449.96,16.8,86.8,1
"1456",2012-07-25 02:30:00,728.3,16.6,88.6,1
"1457",2012-07-25 02:40:00,702.83,16.4,90.4,1
"1458",2012-07-25 02:50:00,589.87,16.2,92.2,1
"1459",2012-07-25 03:00:00,507.26,16,94,1
"1460",2012-07-25 03:10:00,429.23,17,90,1
"1461",2012-07-25 03:20:00,2102.07,16,92,1
"1462",2012-07-25 03:30:00,4892.99,15,94,1
"1463",2012-07-25 03:40:00,5080.35,15,94,1
"1464",2012-07-25 03:50:00,5093.03,15,94,1
"1465",2012-07-25 04:00:00,4998.92,15,94,1
"1466",2012-07-25 04:10:00,1943.29,17,88,1
"1467",2012-07-25 04:20:00,180.09,16,91,1
"1468",2012-07-25 04:30:00,164.61,15,94,1
"1469",2012-07-25 04:40:00,300.57,15,96,1
"1470",2012-07-25 04:50:00,369.8,15,98,1
"1471",2012-07-25 05:00:00,435.37,15,100,1
"1472",2012-07-25 05:10:00,386.99,15,100,1
"1473",2012-07-25 05:20:00,195.81,15,100,1
"1474",2012-07-25 05:30:00,198.77,15,100,1
"1475",2012-07-25 05:40:00,333.32,14.67,100,1
"1476",2012-07-25 05:50:00,378.82,14.33,100,1
"1477",2012-07-25 06:00:00,405.34,14,100,1
"1478",2012-07-25 06:10:00,302.99,15,88,1
"1479",2012-07-25 06:20:00,309.31,14.5,94,1
"1480",2012-07-25 06:30:00,335.18,14,100,1
"1481",2012-07-25 06:40:00,260.53,14.33,98,1
"1482",2012-07-25 06:50:00,240.68,14.67,96,1
"1483",2012-07-25 07:00:00,278.3,15,94,1
"1484",2012-07-25 07:10:00,262.89,16,90,1
"1485",2012-07-25 07:20:00,318.62,16,92,1
"1486",2012-07-25 07:30:00,356.02,16,94,1
"1487",2012-07-25 07:40:00,441.53,16.67,92,1
"1488",2012-07-25 07:50:00,413.8,17.33,90,1
"1489",2012-07-25 08:00:00,235.57,18,88,1
"1490",2012-07-25 08:10:00,242.3,18,86,1
"1491",2012-07-25 08:20:00,322.83,19,84.5,1
"1492",2012-07-25 08:30:00,343.06,20,83,1
"1493",2012-07-25 08:40:00,256.87,20,83,1
"1494",2012-07-25 08:50:00,316.21,20,83,1
"1495",2012-07-25 09:00:00,311.89,20,83,1
"1496",2012-07-25 09:10:00,231.74,20,76,1
"1497",2012-07-25 09:20:00,309.81,20.5,77,1
"1498",2012-07-25 09:30:00,413.75,21,78,1
"1499",2012-07-25 09:40:00,436.45,21.33,75,1
"1500",2012-07-25 09:50:00,399.85,21.67,72,1
"1501",2012-07-25 10:00:00,219.75,22,69,1
"1502",2012-07-25 10:10:00,258.1,23,56,1
"1503",2012-07-25 10:20:00,301.44,23,62.5,1
"1504",2012-07-25 10:30:00,329.76,23,69,1
"1505",2012-07-25 10:40:00,349.28,23.33,67.67,1
"1506",2012-07-25 10:50:00,341.51,23.67,66.33,1
"1507",2012-07-25 11:00:00,252.81,24,65,1
"1508",2012-07-25 11:10:00,163.21,24.33,62.33,1
"1509",2012-07-25 11:20:00,210.68,24.67,59.67,1
"1510",2012-07-25 11:30:00,451.45,25,57,1
"1511",2012-07-25 11:40:00,517.24,25.33,56,1
"1512",2012-07-25 11:50:00,420.1,25.67,55,1
"1513",2012-07-25 12:00:00,296.99,26,54,1
"1514",2012-07-25 12:10:00,256,26,42,1
"1515",2012-07-25 12:20:00,265.78,26.5,46.5,1
"1516",2012-07-25 12:30:00,406.1,27,51,1
"1517",2012-07-25 12:40:00,1588.61,27,52,1
"1518",2012-07-25 12:50:00,1325.67,27,53,1
"1519",2012-07-25 13:00:00,1030.07,27,54,1
"1520",2012-07-25 13:10:00,383.61,27,39,1
"1521",2012-07-25 13:20:00,462.33,27,45,1
"1522",2012-07-25 13:30:00,347.37,27,51,1
"1523",2012-07-25 13:40:00,335.89,27.33,50,1
"1524",2012-07-25 13:50:00,349.46,27.67,49,1
"1525",2012-07-25 14:00:00,373.78,28,48,1
"1526",2012-07-25 14:10:00,393.69,28,36,1
"1527",2012-07-25 14:20:00,278.9,28,43.5,1
"1528",2012-07-25 14:30:00,210.17,28,51,1
"1529",2012-07-25 14:40:00,248.71,28.33,49,1
"1530",2012-07-25 14:50:00,280,28.67,47,1
"1531",2012-07-25 15:00:00,329.68,29,45,0
"1532",2012-07-25 15:10:00,438.03,28,32,0
"1533",2012-07-25 15:20:00,509.26,29,37.5,0
"1534",2012-07-25 15:30:00,362.7,30,43,0
"1535",2012-07-25 15:40:00,354.88,29,46.67,0
"1536",2012-07-25 15:50:00,267.19,28,50.33,0
"1537",2012-07-25 16:00:00,265.42,27,54,0
"1538",2012-07-25 16:10:00,308.79,26,44,0
"1539",2012-07-25 16:20:00,449.44,26,50.5,0
"1540",2012-07-25 16:30:00,365.7,26,57,0
"1541",2012-07-25 16:40:00,278.22,26.67,55,0
"1542",2012-07-25 16:50:00,277.8,27.33,53,0
"1543",2012-07-25 17:00:00,246.51,28,51,1
"1544",2012-07-25 17:10:00,327.48,27.67,52,1
"1545",2012-07-25 17:20:00,335.54,27.33,53,1
"1546",2012-07-25 17:30:00,423.02,27,54,1
"1547",2012-07-25 17:40:00,357.34,26.67,56.33,1
"1548",2012-07-25 17:50:00,423.1,26.33,58.67,1
"1549",2012-07-25 18:00:00,258.11,26,61,1
"1550",2012-07-25 18:10:00,245.43,25,56,1
"1551",2012-07-25 18:20:00,244,25,58.5,1
"1552",2012-07-25 18:30:00,199.95,25,61,1
"1553",2012-07-25 18:40:00,280.75,24.33,66.67,1
"1554",2012-07-25 18:50:00,439.01,23.67,72.33,1
"1555",2012-07-25 19:00:00,480.49,23,78,1
"1556",2012-07-25 19:10:00,434.04,24,61,1
"1557",2012-07-25 19:20:00,328.35,23.5,69.5,1
"1558",2012-07-25 19:30:00,245.66,23,78,1
"1559",2012-07-25 19:40:00,165.51,23.67,75,1
"1560",2012-07-25 19:50:00,283.13,24.33,72,1
"1561",2012-07-25 20:00:00,392.74,25,69,1
"1562",2012-07-25 20:10:00,438.7,24,67,1
"1563",2012-07-25 20:20:00,341.37,23.5,70,1
"1564",2012-07-25 20:30:00,265.66,23,73,1
"1565",2012-07-25 20:40:00,209.06,22.67,76.33,1
"1566",2012-07-25 20:50:00,171.31,22.33,79.67,1
"1567",2012-07-25 21:00:00,437.58,22,83,1
"1568",2012-07-25 21:10:00,435.5,22,75,1
"1569",2012-07-25 21:20:00,448.84,21.5,79,1
"1570",2012-07-25 21:30:00,337.59,21,83,1
"1571",2012-07-25 21:40:00,328.09,20.67,84.67,1
"1572",2012-07-25 21:50:00,172.35,20.33,86.33,1
"1573",2012-07-25 22:00:00,197.67,20,88,1
"1574",2012-07-25 22:10:00,358.33,21,81,1
"1575",2012-07-25 22:20:00,347.83,20.5,84.5,1
"1576",2012-07-25 22:30:00,332.64,20,88,1
"1577",2012-07-25 22:40:00,338.6,19.67,88,1
"1578",2012-07-25 22:50:00,629.09,19.33,88,1
"1579",2012-07-25 23:00:00,668.58,19,88,1
"1580",2012-07-25 23:10:00,511.46,18.67,90,1
"1581",2012-07-25 23:20:00,536.65,18.33,92,1
"1582",2012-07-25 23:30:00,493.09,18,94,1
"1583",2012-07-25 23:40:00,479.84,18.33,88.67,1
"1584",2012-07-25 23:50:00,415.79,18.67,83.33,1
"1585",2012-07-26 00:00:00,394.28,19,78,1
"1586",2012-07-26 00:10:00,420.31,18,86,1
"1587",2012-07-26 00:20:00,415.32,17.5,90,1
"1588",2012-07-26 00:30:00,464.25,17,94,1
"1589",2012-07-26 00:40:00,519.5,17,92,1
"1590",2012-07-26 00:50:00,595.04,17,90,1
"1591",2012-07-26 01:00:00,444.84,17,88,1
"1592",2012-07-26 01:10:00,439.49,17,84,1
"1593",2012-07-26 01:20:00,534.86,16.5,89,1
"1594",2012-07-26 01:30:00,527.27,16,94,1
"1595",2012-07-26 01:40:00,540.41,16,94,1
"1596",2012-07-26 01:50:00,503.96,16,94,1
"1597",2012-07-26 02:00:00,459.37,16,94,1
"1598",2012-07-26 02:10:00,411.27,17,90,1
"1599",2012-07-26 02:20:00,386.75,16.8,90.8,1
"1600",2012-07-26 02:30:00,549.02,16.6,91.6,1
"1601",2012-07-26 02:40:00,604.33,16.4,92.4,1
"1602",2012-07-26 02:50:00,651.37,16.2,93.2,1
"1603",2012-07-26 03:00:00,520.84,16,94,1
